t	x	y	th
0.005345	-1.1826477297375421e-21	-4.776939539368184e-27	8.078381109144519e-06
0.007955	6.955484615176692e-05	4.5981383799547e-08	0.0013140833271012122
0.009866	5.456949567629086e-06	-2.4896978745188658e-09	0.00019832425623151923
0.012037	-9.801765928160444e-06	-1.654572627374309e-09	-0.0003077863202616271
0.014115	-9.782918770546409e-05	-2.941192090208925e-08	0.0009384386055224755
0.016174	-7.378658852407155e-05	-8.155577116379972e-09	0.0008297843796028178
0.018127	-9.024225080303479e-05	-9.30989700133556e-09	-0.000689489827673917
0.019399	-8.338101826086014e-05	-1.8242068063136176e-08	-0.001914172403833625
0.020796	-0.00014506609624192373	8.931530381051631e-08	-0.001573130081338192
0.021987	-8.444598725963266e-05	2.0158564048556265e-09	-0.0013070820634766278
0.023973	-5.242062550135797e-05	-4.44792281638065e-08	-0.0015965573865601712
0.025946	-1.1969554753161438e-05	-1.230261456987815e-07	-0.0022869896920285626
0.027966	8.199369159520272e-06	-1.868306291831891e-07	-0.0040399983927335015
0.029926	-0.00010866678973658534	3.1741063255609677e-07	-0.00458932830816039
0.031989	-0.00021510916615138882	7.937598236726782e-07	-0.004360979402131093
0.034075	-0.00027094095909580853	1.0508039225017878e-06	-0.004846759386172295
0.036025	-0.00018046422236529428	5.982721527629449e-07	-0.005156430662026423
0.037246	-0.00016764670713252227	5.298180525613162e-07	-0.005524804840608688
0.038549	-0.00018324449817622837	6.119960589010869e-07	-0.005012231559226699
0.039743	-0.0001414178740824474	3.993591628066202e-07	-0.005155218904859815
0.041922	-0.0001494665079321267	4.444899703453944e-07	-0.006059189750984295
0.044225	-0.00013079640273981133	3.253786932139215e-07	-0.006700209292000103
0.046188	-0.00013638516065076997	3.6428458222576274e-07	-0.00722247663071407
t	x	y	th
t	x	y	th
0.005317	0.0	0.0	0.0
0.008019	1.928309517552612e-05	4.5304909946854225e-09	0.00046989250118672094
0.01	4.675630570823867e-05	3.529310774945149e-08	0.001769569381976853
0.011167	5.533284321215027e-05	4.867542723165821e-08	0.0013511092405187762
0.012362	1.8481991784715946e-05	1.34186089780771e-09	0.0012178159522167485
0.013596	3.6652949579255526e-05	2.3989419685776785e-08	0.0012749031787225923
0.015686	-9.934648411082228e-05	-1.5077010588937803e-07	0.0012950991314947056
0.017525	2.853823208170416e-05	5.891202049292792e-09	0.0011549392192503414
0.019401	5.8169724847582115e-05	2.916638654978404e-08	0.00041603662712561755
0.021084	-1.1912923828623813e-05	2.339161221605469e-08	-0.00025123765249368546
0.022984	-2.133770115259781e-05	1.9922305352408004e-08	0.0009874474509200745
0.025383	-4.921619056125513e-05	5.369786661868914e-09	5.6548667768739624e-05
0.027229	-0.00011509538848356432	7.134907600860808e-09	-0.0001101352624521823
0.028406	-0.00012069370619816221	9.239393710661662e-09	-0.0006416927394434779
0.029526	-3.8509655808996606e-05	-3.774359781252761e-08	-0.0005016674668842924
0.03069	-1.0612313065209884e-05	-3.88779368251367e-08	0.000420345097051303
0.032764	-6.0205467594581406e-05	-9.07264658313783e-08	0.0016706092133867236
0.034633	-1.4014667753653646e-05	-3.230096117681027e-08	0.0008591358309684529
0.036511	6.564355171520139e-05	-7.536571505557189e-09	-0.00023736976492827466
0.038362	0.00010051521247815068	-4.2665392113233586e-08	-0.0017773784837160633
0.040241	-1.6700602042254157e-05	1.442161393695264e-07	-0.0014112931797827244
0.042302	6.906477502182814e-05	1.1697803374080114e-08	-0.0016789568738682092
0.044191	0.0001314189648463068	-1.2098248434525058e-07	-0.0025767342944735816
t	x	y	th
t	x	y	th
0.005191	0.0	0.0	0.0
t	x	y	th
t	x	y	th
0.00512	0.00023561911532612827	-3.9654641819950793e-07	-0.0033659921288462513
0.007597	0.00023561911532612827	-3.9654641819950793e-07	-0.0019942830164980663
0.009414	0.00014694149017081148	-2.5644191581060555e-07	-0.001165575754376924
0.010508	9.437012068416373e-05	-1.9000596436480276e-07	-0.0013618804153319175
0.011639	4.8264137585621895e-05	-1.3681220189578812e-07	-0.0009455745088358114
0.013466	1.8057745677093833e-05	-1.0080925239783822e-07	-0.0014382211168140202
0.015624	1.1516950327734579e-05	-9.811358067751477e-08	0.0006139569643008216
0.017577	-5.4852336032606894e-05	-1.003743734526638e-07	-0.0005458292836140188
0.019404	6.9176466201756795e-06	-1.3903867503722847e-07	-0.0007060505089491187
0.021184	-0.00011089205874717479	-7.187954558362667e-08	-0.00043407834493791597
0.023022	1.0499076330332336e-05	-1.0692122021759388e-07	-0.0001432566250043621
0.025235	-2.7344475584570526e-07	-1.0854785375225677e-07	0.0004452534388026258
